Date,Open,High,Low,Close,Adj Close,Volume
2021-07-30,3200.000000,3290.000000,3200.000000,3240.000000,3240.000000,95143100
2021-08-02,3240.000000,3310.000000,3210.000000,3310.000000,3310.000000,60368200
2021-08-03,3310.000000,3360.000000,3290.000000,3330.000000,3330.000000,89712500
2021-08-04,3330.000000,3370.000000,3310.000000,3370.000000,3370.000000,63108600
2021-08-05,3360.000000,3400.000000,3320.000000,3340.000000,3340.000000,89742800
2021-08-06,3360.000000,3380.000000,3310.000000,3320.000000,3320.000000,31664200
2021-08-09,3260.000000,3300.000000,3220.000000,3250.000000,3250.000000,70299500
2021-08-10,3240.000000,3270.000000,3190.000000,3230.000000,3230.000000,57658000
2021-08-12,3260.000000,3350.000000,3240.000000,3350.000000,3350.000000,93133400
2021-08-13,3370.000000,3380.000000,3260.000000,3300.000000,3300.000000,59903600
2021-08-16,3300.000000,3340.000000,3290.000000,3340.000000,3340.000000,38661800
2021-08-18,3360.000000,3440.000000,3350.000000,3420.000000,3420.000000,162921300
2021-08-19,3410.000000,3430.000000,3360.000000,3390.000000,3390.000000,100851800
2021-08-20,3390.000000,3430.000000,3370.000000,3400.000000,3400.000000,113411000
2021-08-23,3420.000000,3440.000000,3400.000000,3440.000000,3440.000000,64122400
2021-08-24,3410.000000,3420.000000,3310.000000,3400.000000,3400.000000,69338100
2021-08-25,3390.000000,3390.000000,3330.000000,3370.000000,3370.000000,66618200
2021-08-26,3330.000000,3360.000000,3320.000000,3360.000000,3360.000000,55756100
2021-08-27,3370.000000,3370.000000,3310.000000,3320.000000,3320.000000,62419000
2021-08-30,3330.000000,3400.000000,3330.000000,3400.000000,3400.000000,64177700
2021-08-31,3400.000000,3420.000000,3360.000000,3400.000000,3400.000000,130019000
2021-09-01,3420.000000,3420.000000,3330.000000,3340.000000,3340.000000,85135200
2021-09-02,3350.000000,3390.000000,3350.000000,3370.000000,3370.000000,51633800
2021-09-03,3400.000000,3420.000000,3370.000000,3390.000000,3390.000000,65479800
2021-09-06,3410.000000,3410.000000,3380.000000,3390.000000,3390.000000,52640400
2021-09-07,3410.000000,3410.000000,3360.000000,3380.000000,3380.000000,42617400
2021-09-08,3400.000000,3400.000000,3310.000000,3330.000000,3330.000000,80636800
2021-09-09,3360.000000,3390.000000,3330.000000,3390.000000,3390.000000,82214400
2021-09-10,3380.000000,3390.000000,3320.000000,3330.000000,3330.000000,52115300
2021-09-13,3310.000000,3350.000000,3300.000000,3350.000000,3350.000000,45547200
2021-09-14,3380.000000,3450.000000,3350.000000,3440.000000,3440.000000,166002100
2021-09-15,3430.000000,3450.000000,3410.000000,3450.000000,3450.000000,73158300
2021-09-16,3470.000000,3470.000000,3400.000000,3440.000000,3440.000000,58318700
2021-09-17,3400.000000,3530.000000,3390.000000,3530.000000,3530.000000,117573100
2021-09-20,3500.000000,3520.000000,3460.000000,3520.000000,3520.000000,83985100
2021-09-21,3500.000000,3560.000000,3480.000000,3530.000000,3530.000000,95848100
2021-09-22,3530.000000,3590.000000,3520.000000,3590.000000,3590.000000,66835200
2021-09-23,3600.000000,3610.000000,3550.000000,3560.000000,3560.000000,104737500
2021-09-24,3560.000000,3580.000000,3540.000000,3560.000000,3560.000000,72224500
2021-09-27,3530.000000,3560.000000,3480.000000,3520.000000,3520.000000,87303000
2021-09-28,3510.000000,3540.000000,3490.000000,3530.000000,3530.000000,54671700
2021-09-29,3490.000000,3540.000000,3490.000000,3530.000000,3530.000000,53170100
2021-09-30,3550.000000,3690.000000,3540.000000,3690.000000,3690.000000,153853900
2021-10-01,3680.000000,3690.000000,3610.000000,3660.000000,3660.000000,109898400
2021-10-04,3620.000000,3670.000000,3600.000000,3670.000000,3670.000000,82205100
2021-10-05,3670.000000,3680.000000,3620.000000,3670.000000,3670.000000,140488300
2021-10-06,3690.000000,3770.000000,3650.000000,3760.000000,3760.000000,153535700
2021-10-07,3720.000000,3740.000000,3690.000000,3720.000000,3720.000000,56837600
2021-10-08,3730.000000,3800.000000,3720.000000,3800.000000,3800.000000,91361800
2021-10-11,3800.000000,3850.000000,3770.000000,3810.000000,3810.000000,78865000
2021-10-12,3780.000000,3840.000000,3770.000000,3780.000000,3780.000000,69866300
2021-10-13,3750.000000,3820.000000,3750.000000,3770.000000,3770.000000,87143900
2021-10-14,3770.000000,3830.000000,3770.000000,3830.000000,3830.000000,95817900
2021-10-15,3840.000000,3840.000000,3750.000000,3810.000000,3810.000000,69707700
2021-10-18,3840.000000,3840.000000,3790.000000,3790.000000,3790.000000,78580700
2021-10-19,3750.000000,3800.000000,3720.000000,3740.000000,3740.000000,61095700
2021-10-21,3780.000000,3880.000000,3760.000000,3850.000000,3850.000000,169659500
2021-10-22,3860.000000,3880.000000,3820.000000,3870.000000,3870.000000,59640700
2021-10-25,3800.000000,3840.000000,3780.000000,3780.000000,3780.000000,58246300
2021-10-26,3800.000000,3830.000000,3780.000000,3800.000000,3800.000000,58615100
2021-10-27,3820.000000,3830.000000,3770.000000,3790.000000,3790.000000,52210100
2021-10-28,3820.000000,3820.000000,3710.000000,3750.000000,3750.000000,61151100
2021-10-29,3750.000000,3810.000000,3730.000000,3800.000000,3800.000000,70430900
2021-11-01,3810.000000,3820.000000,3700.000000,3700.000000,3700.000000,65447100
2021-11-02,3700.000000,3710.000000,3640.000000,3660.000000,3660.000000,170260000
2021-11-03,3620.000000,3740.000000,3620.000000,3720.000000,3720.000000,48810500
2021-11-04,3750.000000,3780.000000,3720.000000,3770.000000,3770.000000,53494200
2021-11-05,3760.000000,3770.000000,3710.000000,3770.000000,3770.000000,43133000
2021-11-08,3780.000000,3780.000000,3710.000000,3750.000000,3750.000000,58758600
2021-11-09,3730.000000,3740.000000,3680.000000,3710.000000,3710.000000,92427800
2021-11-10,3670.000000,3720.000000,3670.000000,3700.000000,3700.000000,53511200
2021-11-11,3700.000000,3730.000000,3640.000000,3650.000000,3650.000000,95789600
2021-11-12,3660.000000,3660.000000,3600.000000,3600.000000,3600.000000,115142400
